"","X","ASR","num_gaps","scaffold_count","scaffold_N50","contig_count","contig_N50","gap_length","gap_length_per","CDSs","CDSs_model","CDSs_known","CDSs_fully_supported","CDSs_ab_initio","CDSs_model_per","CDSs_known_per","CDSs_fully_supported_per","CDSs_ab_initio_per","Length_mean_genes","Length_mean_transcripts","Length_mean_cds","Length_mean_exons","Length_mean_introns","Num_proteins","Num_transcripts","Num_proteins_hsapiens","Num_transcripts_hsapiens","Num_rnaseq_reads","Num_tissues","Num_runs","ASR_predicho","ASR_normalizado_division","ASR_normalizado_resta","ASR_normalizado_resta_min"
"48",47,3.21327938121251,527,929,131537142,928,33460300,52700,2.24680744681502e-05,52785,52703,0,50449,1392,0.998446528369802,0,0.955745003315336,0.0263711281614095,43334.9,3561.26,2147,329.956,6534.45,62365,14,62352,0,1309426346,4,24,2.45800985097195,1.30726871576284,0.755269530240561,3.06555479992989
"49",48,4.23993685677488,45,47,152606360,81,104474415,8500,3.50315018142399e-06,67613,67505,0,66389,640,0.998402674041974,0,0.981896972475707,0.00946563530681969,40645.2,3393.48,2229.29,340.631,7030.71,71242,1,62870,0,7053505470,43,76,3.29930465832601,1.28510013347059,0.940632198448879,3.25091746813821
"50",49,4.48392346174093,39,71,148491486,101,90731473,7100,2.92693338949879e-06,71560,71048,415,70455,622,0.99284516489659,0.00579932923420906,0.984558412520961,0.00869200670765791,42170.2,3593.65,2268.77,397.369,7511.83,71161,750285,62812,0,9759998073,43,181,3.41138290960109,1.31440051749138,1.07254055213984,3.38282582182917
"51",50,3.08845417897733,65,75,146942463,130,74391967,10100,4.19314073185654e-06,55866,55654,63,54320,781,0.996205205312713,0.00112769842122221,0.972326638742706,0.0139798804281674,40164.6,2703.96,1958.41,276.884,6211.9,85804,572,0,0,845858842,4,13,2.93948858337144,1.0506773853277,0.148965595605897,2.45925086529523
"52",51,3.07214187588571,55,54,147402474,98,77781637,9500,4.13480512241055e-06,53409,53278,0,51871,823,0.997547229867625,0,0.971203355239754,0.0154093879308731,40475.4,2720.21,1968.99,276.83,6220.29,85805,572,0,0,845858842,4,13,2.90145231603388,1.05882900742796,0.170689559851823,2.48097482954115
"53",52,3.05268019667798,6643,185,77654944,185,914577,1906222,0.000754457447467736,56339,56132,0,54330,1085,0.996325813379719,0,0.964340865120077,0.0192584177922931,38264.3,3124.78,2003.69,321.638,6691.55,101997,2379928,62730,423031,3002928140,24,52,2.68683402866475,1.13616254822969,0.365846168013231,2.67613143770256
"54",53,2.28487129539878,260,17,670775900,17,38230856,2929889,0.000886985098509633,43431,43302,0,40426,1738,0.99702977136147,0,0.930809790241993,0.0400174990214363,55618.1,3253.98,1933.71,308.492,7861.77,147130,0,62799,0,422895280,4,25,2.00212452478028,1.14122336903572,0.282746770618503,2.59303204030783
"55",54,3.84567352707621,659,26,116997125,25,9586610,65900,2.51290711555271e-05,64670,64214,164,63052,761,0.992948817071285,0.00253595175506417,0.974980671099428,0.0117674346683161,39242.9,3284.33,2177.71,350.734,7118.23,78322,2593887,62832,0,9850623333,50,149,3.03275900057299,1.26804455162762,0.812914526503223,3.12319979619255
"56",55,2.62634144968873,0,183,220349319,182,220349319,0,0,44368,44272,0,42507,1025,0.997836278398846,0,0.958055355210963,0.0231022358456545,42558.3,3001.46,2086.99,274.311,6028.12,234828,18619,211983,0,1101102078,5,16,2.51539887144979,1.04410536217463,0.110942578238946,2.42122784792828
"57",56,2.53800915902212,210,185,102162704,184,32529614,3641621,0.0016216683683807,45273,45154,0,43478,1014,0.997371501778102,0,0.960351644468005,0.0223974554370154,35337.3,2711.06,1936.12,278.957,5150.44,246556,9071163,212117,9071130,1888357086,2,2,2.57537855910012,0.985489744819863,-0.0373694000779965,2.27291586961133
"58",57,2.60125387677196,556,160,158244790,159,22104564,13702745,0.00478470310269251,44907,44828,26,41702,1898,0.998240808782595,0.000578974324715523,0.928630280357183,0.0422651257042332,42813.2,2815.18,2033.17,264.453,6927.62,118977,13,62819,0,837422873,4,14,1.9744228577997,1.31747556836472,0.626831018972253,2.93711628866158
"59",58,2.65113208762192,215,1076,65026825,1075,28468213,1368861,0.000455446606884666,47953,47787,0,45607,1170,0.996538277062958,0,0.951077096323483,0.0243988905803599,41634.6,3024.69,2019.28,297.94,6033.03,85651,3,67111,0,2472147904,9,40,2.3507185486169,1.12779647277714,0.300413539005026,2.61069880869436
"60",59,2.81951376403399,14625,12507,122556673,12506,427941,23945617,0.00957468209989574,49056,48865,0,46751,1153,0.996106490541422,0,0.953012883235486,0.0235037508153947,42272.5,3441.79,2089.32,315.753,5690.77,0,0,0,0,0,0,0,2.39384080330259,1.17782007898943,0.425672960731398,2.73595823042073
"61",60,2.74276695053957,33040,20575,145433501,20574,148763,82348163,0.0329583875641813,47600,47477,0,45475,1038,0.997415966386555,0,0.955357142857143,0.0218067226890756,43102.6,3051.78,2002.33,299.183,6382.58,227021,0,218382,0,2764645580,6,6,2.44865941518692,1.12010961325555,0.294107535352651,2.60439280504198
"62",61,3.10709358632089,611,573,160127860,572,6762714,255063,0.000120683327992538,51294,51209,0,49748,887,0.998342886107537,0,0.969860022614731,0.017292470854291,40462.2,3543.31,2069.7,338.266,5753.49,93768,697975,66910,445597,956494113,19,20,2.85706433162396,1.08751264433546,0.25002925469693,2.56031452438626
"63",62,3.27752311682043,63,192,144906162,191,68766634,31077,1.26249088369113e-05,56463,56347,0,55091,746,0.997945557267591,0,0.975700901475302,0.0132121920549741,44162.9,3180.84,2048.27,306.261,6508.56,0,0,0,0,0,0,0,3.05891015025226,1.07146759984112,0.218612966568167,2.5288982362575
"64",63,3.57496688888064,250,362,71981430,361,35674000,50000,2.06320123549739e-05,56448,56222,13,54371,981,0.995996315192744,0.000230300453514739,0.963205073696145,0.0173788265306122,44923.9,4454.04,2257.19,458.091,6630.44,74388,9,67077,0,3714581004,52,122,2.65414063091416,1.34693951301643,0.920826257966481,3.23111152765581
"65",64,1.54811033340024,152,1363,109747698,1362,68053581,75583,2.65049598469093e-05,29116,28977,0,26824,1248,0.995225992581399,0,0.921280395658744,0.0428630306360764,39307.6,2241.24,1887.62,229.026,5303.08,0,0,0,0,0,0,0,1.8927046605129,0.817935500291271,-0.344594327112662,1.96569094257667
"66",65,2.28431880097284,1807,6180,72679016,6180,7389774,797500,0.000360517286675963,40381,40270,0,36800,2136,0.997251182486813,0,0.911319680047547,0.0528961640375424,32485.5,2674.02,2005.5,253.776,4719.63,124184,379591,64168,0,774199006,5,23,1.80732163596918,1.26392489057316,0.476997165003667,2.787282434693
"67",66,2.59862102567506,23786,2636,112063229,2635,179517,17131389,0.00703839927083921,43941,43841,0,41980,1040,0.997724221114677,0,0.955371976058806,0.0236681004073644,40121.4,3368.16,2043.69,369.534,5941.73,0,0,0,0,0,0,0,2.44901552782331,1.06108801522574,0.149605497851756,2.45989076754109
"68",67,1.41955436965667,1007,147,131952995,147,5042816,10644055,0.00430642820295164,26729,26602,0,21798,2887,0.995248606382581,0,0.815518724980358,0.108010026562909,31108.4,1592.43,1798.34,220.619,6154.46,0,0,0,0,0,0,0,1.58274662840852,0.896892998650111,-0.16319225875185,2.14709301093748
"69",68,2.99777896275947,126,64,127432672,64,87987108,3333681,0.000980134890215276,53885,53692,0,50403,1689,0.996418298227707,0,0.935380903776561,0.0313445300176301,51643.9,3982.12,2073.54,425.162,8222.99,0,0,0,0,0,0,0,2.06584517150114,1.45111502261379,0.931933791258325,3.24221906094766
"70",69,3.46852110741765,366,623,150623419,623,48622411,182600,6.46971006729528e-05,62648,62468,0,61521,598,0.99712680372877,0,0.982010598901801,0.00954539650108543,69526.7,3696.86,2007.24,399.455,14394.1,0,0,0,0,0,0,0,3.30397860341305,1.04980132251299,0.164542504004597,2.47482777369393
"71",70,2.54696919662858,97,74,125805690,73,48253041,700303,0.000260976829412141,43074,43011,0,40735,1485,0.998537400752194,0,0.945698100942564,0.0344755536982867,43161.1,2919.39,2042.96,270.334,6034.99,286185,8,217740,0,473412138,1,1,2.2405990649842,1.13673581161052,0.306370131644387,2.61665540133372
"72",71,4.21792491050113,143,581,122394096,580,42780423,4797769,0.00187716773377861,63349,63318,13,61895,938,0.999510647366178,0.000205212394828648,0.977047782916857,0.0148068635653286,50924.6,3486.14,2197.78,312.639,7664.18,317203,8,219742,0,1402915556,1,6,3.10879636277051,1.3567710516562,1.10912854773062,3.41941381741995
"73",72,3.06562004207892,218,84,135917784,84,41197715,4119506,0.00141216607870383,56518,56351,0,54476,1085,0.997045189143282,0,0.963869917548392,0.0191974238295764,42354.8,3199.41,2000.82,332.707,7002.5,0,0,0,0,0,0,0,2.67318367377683,1.14680486498245,0.392436368302093,2.70272163799142
"74",73,2.27200551003812,116,130,165781880,130,69195939,32500,1.1547680058285e-05,41432,41247,0,37543,2115,0.995534852288086,0,0.906135354315505,0.0510474995172813,39621.2,2703.36,2030.08,250.904,5606.89,116538,1,67643,0,268495182,1,1,1.77271619487199,1.28165214297158,0.499289315166129,2.80957458485546
"75",74,4.08177125332238,22,195,144444042,195,96827784,4400,1.85074782858351e-06,64182,64063,1,63177,563,0.99814589760369,1.55806924059705e-05,0.984341404132,0.0087719298245614,45303.1,4013.82,2261.76,448.811,7305.08,0,0,0,0,0,0,0,3.40203885221515,1.19980148100444,0.679732401107231,2.99001767079656
"76",75,1.91371403959753,75,48,102817582,48,49033427,28557,1.42212037230206e-05,39013,38834,0,36803,1045,0.995411785814985,0,0.943352215928024,0.0267859431471561,35656.2,2194.3,1698.45,239.701,4980.01,114745,529,66907,0,1107771808,4,19,2.19682713761429,0.871126365306916,-0.283113098016758,2.02717217167257
"77",76,2.33118119093993,1427,65,374364821,65,4024507,12943964,0.00537988308853104,40221,39869,10,36255,2097,0.991248352850501,0.000248626339474404,0.901394793764451,0.0521369433877825,40666.7,3249.12,2025.42,300.784,5942.98,91578,13,66908,0,1024291448,5,24,1.74611126033882,1.33507024660478,0.585069930601106,2.89535520029044
"78",77,3.70753894811707,2255,13,538302405,13,3910714,31907317,0.00889733266720737,62441,61937,335,60392,1072,0.991928380391089,0.00536506462100223,0.967185022661392,0.0171682067872071,53958.8,4318.8,2286.55,451.081,8490.87,115309,3040,66931,0,6453385366,28,99,2.7721621591095,1.33741777548397,0.935376789007569,3.2456620586969
"79",78,3.78118664491496,181,33,150204169,33,51579577,1363852,0.000552537002977322,63007,62851,0,61782,678,0.997524084625518,0,0.980557715809354,0.0107607091275573,40440.2,3327.63,2162.39,353.717,7201.98,91924,2,67121,0,7726220470,34,77,3.24494997479175,1.16525267701781,0.536236670123202,2.84652193981253
"80",79,2.59715827388323,279,703,126538682,703,39209000,55800,1.87096473833295e-05,42502,42475,0,40684,1185,0.99936473577714,0,0.95722554232742,0.0278810408921933,42920.7,2868.21,2045.52,267.367,6255.12,289297,4,220131,0,581939758,3,3,2.49444996559122,1.04117473178808,0.102708308292011,2.41299357798134
"81",80,3.20672303742383,334,774,122071569,774,36541936,2621494,0.000978738143703172,50409,50339,0,48472,1146,0.998611359082703,0,0.961574322045666,0.0227340355888829,45531.8,3127.5,2180.96,285.09,7035.41,286437,0,217933,0,776560296,1,2,2.60854429139344,1.2293151578848,0.59817874603039,2.90846401571972
"82",81,3.14377226187469,56371,36243,138099990,36242,53866,16621100,0.00698289269558343,55575,55448,0,52906,1100,0.997714799820063,0,0.951974808816914,0.0197930724246514,38753.1,3540.29,1947.87,421.061,6729.32,92046,0,67354,0,5425713988,17,66,2.37047910839103,1.32621808424565,0.77329315348366,3.08357842317299
"83",82,2.45496881754147,367,789,129620717,788,37467374,4958084,0.001743537888242,43045,42988,0,40885,1419,0.998675804390754,0,0.949819955860146,0.0329655012196539,41125.4,2535.5,1966.83,247.937,6294.47,286218,2418,217780,0,401817234,1,1,2.32372479245393,1.05648002100496,0.131244025087543,2.44152929477687
"84",83,6.20008120961807,5,26,146288486,25,146288486,5000000,0.00157343719995929,109395,107127,2184,108390,572,0.979267791032497,0.0199643493761141,0.990813108460167,0.00522875816993464,46016.1,3766.64,2182.74,404.324,8308.44,253936,233586,218714,90979,6965052103,29,112,3.69693565140507,1.67708659123175,2.503145558213,4.81343082790233
"85",84,4.71725938262837,1,27,146713733,26,146713733,1000000,0.000306475437631479,89308,89208,0,88084,756,0.998880279482241,0,0.986294620862633,0.00846508711425628,47568,3522.76,2000.37,386.499,8091.09,0,0,0,0,0,0,0,3.48747768095266,1.35262783426324,1.22978170167571,3.54006697136504
"86",85,4.35709782350785,8,26,143261986,25,140592248,8000000,0.00248373807269238,80229,79974,36,79000,683,0.996821598175223,0.000448715551733164,0.984681349636665,0.00851313116204864,46897.3,3697.88,2059.14,382.509,7530.6,253931,91311,218714,90979,1345885341,11,22,3.41669276138937,1.27523840385814,0.940405062118476,3.25069033180781
"87",86,4.53020282505943,11,30,146197178,29,146197178,8061256,0.00247287650375217,81714,78208,3308,80441,671,0.95709425557432,0.0404826590302763,0.984421274200259,0.00821156717331179,44377.1,3745.51,2098.17,432.4,7782.02,253930,146145,218714,90979,4224793259,18,44,3.40547365396455,1.33027099469276,1.12472917109487,3.4350144407842
"88",87,4.40654689043723,2,26,150804130,25,150804130,2000000,0.000564039550818801,81194,80896,101,79951,703,0.996329778062418,0.00124393428085819,0.984690987018745,0.00865827524201296,45186.2,3730.89,2101.39,395.016,7750.56,253930,91460,218714,90979,2558103613,31,66,3.41710951636778,1.28955389615993,0.989437374069459,3.29972264375879
"89",88,4.2716797678697,6,31,147028407,30,147028407,5035000,0.00155166317026208,81537,81280,82,80489,570,0.996848056710451,0.0010056784036695,0.987146939426273,0.00699069134258067,49142.7,4435.66,2032.67,546.878,8213.16,253930,91388,218714,90979,4369484764,101,113,3.5257121421293,1.21157927694286,0.745967625740395,3.05625289542973
"90",89,3.08366737324006,21,115,121846921,115,91172394,4200,1.44902909837354e-06,57134,56815,0,54730,1220,0.99441663457836,0,0.957923478139112,0.0213533097630133,36750.9,2912.67,1994.26,331.464,7358.4,0,0,0,0,0,0,0,2.5120441251708,1.22755302836505,0.571623248069253,2.88190851775858
"91",90,3.0219356977701,231,879,119600562,879,82653632,3688568,0.00104171047026451,55408,55288,22,52376,1767,0.997834247762056,0.000397054576956396,0.945278660121282,0.0318907017037251,44456,4940.99,2046.49,585.829,7130.67,217934,134,217659,0,4579218723,16,24,2.23258877211693,1.35355679268454,0.789346925653176,3.09963219534251
"92",91,3.53507858665915,383,661,149551276,661,25547713,6563020,0.00231078862419684,59815,59740,0,57699,1279,0.998746133912898,0,0.964624258129232,0.021382596338711,44577.4,3538.4,2160.36,360.196,6899.34,180294,1,67077,0,4986747350,33,65,2.69511292243857,1.31166251225591,0.839965664220576,3.15025093390991
"93",92,2.98473276937886,226,357,149218186,356,50348260,45200,1.78074795891358e-05,56130,55979,13,53640,1351,0.997309816497417,0.000231605202209157,0.955638695884554,0.024069125244967,37648.7,3121.52,1970.64,311.712,5992.58,290905,101647,197768,0,412246928,3,3,2.45543899178194,1.21555973468223,0.529293777596925,2.83957904728626
"94",93,3.07837604822089,53,193,122584302,193,50173090,5301,1.96173412186464e-06,54879,54383,0,52485,1084,0.990961934437581,0,0.956376756136227,0.019752546511416,37063.1,3426.62,2050.8,348.305,6110.8,198092,399404,67357,0,3189734460,50,70,2.47341336948515,1.24458616024287,0.604962678735741,2.91524794842507
"95",94,2.26667392003259,432,5864,73962893,5864,12191025,86229,3.37432485767946e-05,40122,40000,14,37348,1461,0.996959274213648,0.000348935745974777,0.930860874333283,0.0364139374906535,39453.2,2452.36,1976.24,231.664,5442.41,116263,846077,67121,452229,3532402210,5,76,2.00279400103559,1.13175589644295,0.263879918996997,2.57416518868633
"96",95,3.27151540384044,39,25,154078643,25,83356672,7800,3.01592766265331e-06,56593,56463,0,55097,748,0.997702896117894,0,0.973565635325924,0.0132171823370382,41441.9,3377.06,2074.69,345.463,6600.67,226825,1,218192,0,5706819832,15,51,2.98242986621199,1.09692953417061,0.289085537628443,2.59937080731777
"97",96,3.0927181408587,771,539,130056132,539,14295626,11475092,0.00321344186151708,55603,55207,21,51953,1757,0.992878082117871,0.000377677463446217,0.934356059924824,0.0315990144416668,41718.4,3780.46,2124.63,407.35,7402.48,67153,83,67096,0,3059512153,20,52,2.05087398111961,1.50800008646573,1.04184415973909,3.35212942942842
"98",97,1.76248762908427,6,159,112748084,158,100934918,1200,4.24285646821266e-07,33968,33933,0,31020,1623,0.998969618464437,0,0.913212435233161,0.0477802637776731,38174.9,2170.53,1792.98,230.355,5307.42,102877,1,67679,0,40802940,1,1,1.82153216581979,0.967585235197343,-0.0590445367355226,2.25124073295381
"99",98,3.46332946425644,84,1518,87549292,1517,47146240,8400,2.82560793085821e-06,60628,60402,0,59002,719,0.996272349409514,0,0.973180708583493,0.0118592069670779,41400.6,3908.21,2108.04,448.65,7043.09,67587,0,67587,0,8524329442,95,203,2.96897725703114,1.16650589224103,0.494352207225309,2.80463747691464
"100",99,2.26258598874022,418,651,125776599,650,43409466,82958,2.83039179202129e-05,42348,42223,13,38742,2095,0.997048266742231,0.000306980258807972,0.914848398979881,0.0494710494002078,45333.9,3005.3,1961.32,287.801,6395.68,137143,137,67638,0,951980853,2,7,1.83454062383831,1.23332563985764,0.428045364901908,2.73833063459124
"101",100,2.53696851178258,44,284,77069784,284,68791581,4400,1.41739781103293e-06,49024,48717,0,46190,1369,0.993737761096606,0,0.942191579634465,0.0279250979112272,37944.8,3077.04,1917.12,325.486,6183.89,91544,4,67587,0,1408875424,4,29,2.17608213283961,1.16584226004008,0.360886378942967,2.6711716486323
"102",101,3.07289309778938,195,171,72991593,171,31216184,39000,1.69079804416494e-05,51040,50959,23,49506,835,0.998413009404389,0.000450626959247649,0.969945141065831,0.0163597178683386,40135.7,3472.15,2090.59,349.915,6040.1,271325,707406,218000,0,2900234860,11,164,2.85984174180811,1.07449760343961,0.213051355981271,2.5233366256706
"103",102,4.74729620274795,220,76,137014596,76,64250101,4130577,0.00144953827306143,86077,64385,21191,84885,441,0.747993075966867,0.246186553899416,0.98615193373375,0.00512331981830222,33770.2,4294.06,2133.36,599.7,6427.47,158348,1242593,67641,0,9855485246,19,221,3.48113374016442,1.36372129228328,1.26616246258354,3.57644773227287
"104",103,2.97424547220986,457,256,300074216,256,20156883,33092021,0.0126677254816927,48955,48868,0,47399,958,0.998222857726484,0,0.968215708303544,0.0195689919313655,43761.8,3188.99,2082.29,301.919,6836.05,130590,26,67671,0,642429722,11,13,2.80433237866307,1.06058949889093,0.169913093546795,2.48019836323613
"105",104,2.87171586010568,558,168,224759591,167,17812205,19614365,0.00761275380554739,47369,47278,0,45572,1113,0.998078912368849,0,0.962063796998037,0.0234963794886951,44200,3134.74,2086.89,294.317,6812.44,130589,3,67671,0,642429722,11,13,2.62206543929098,1.09521136165168,0.249650420814704,2.55993569050404
"106",105,4.60612004277945,0,21,162126771,21,0,0,0,82527,82323,66,81509,557,0.99752808171871,0.000799738267476099,0.987664643086505,0.0067493062876392,46081,3986.65,2074.19,467.413,8540.1,253915,269477,218143,91042,9416665936,33,178,3.54922198550126,1.29778302444752,1.05689805727819,3.36718332696752
"107",106,3.99732174602124,123,438,110095734,438,58817648,2797992,0.00104613784145883,60756,60728,0,59504,776,0.999539140167226,0,0.979392981763118,0.0127724010797288,47679.3,3777.38,2209.11,388.719,7522.66,288974,2,219845,0,3721718818,25,45,3.19876812564257,1.24964410954866,0.79855362037867,3.108838890068
"108",107,2.28742419056859,33,647,100874195,647,89959899,3300,1.36613297390424e-06,41832,41715,0,39618,1053,0.997203098106713,0,0.947074010327022,0.0251721170395869,37414.2,2579.14,1864.73,251.35,5362.03,256286,91157,220178,91157,235806800,8,8,2.26744901856727,1.0088095352256,0.0199751720013186,2.33026044169065
"109",108,2.5159734581664,131139,2581,111406228,17879,29465,234893073,0.0949057955050676,36338,36170,0,34452,747,0.995376740602124,0,0.948098409378612,0.0205569926798393,42654.6,2440.77,1752.57,253.981,5310.78,157991,6871237,47521,349859,65098902,2,5,2.28801876649564,1.09962972988193,0.227954691670754,2.53823996136009
"110",109,2.78203231013228,339,106,611347268,105,62339597,46746,1.51444542916263e-05,46002,45884,9,43792,1151,0.997434894135038,0.000195643667666623,0.951958610495196,0.0250206512760315,53543.6,3489.56,2151.77,328.663,7106.43,126257,634291,55962,0,11086318322,26,50,2.37011893357792,1.17379439095596,0.411913376554361,2.72219864624369
"111",110,3.2866964137798,185,44,149004807,43,30403456,90271,3.70196933868491e-05,57607,57487,0,56091,813,0.997916919818772,0,0.973683753710487,0.0141128682278195,42865.3,3203.93,2053.87,313.565,6524.2,0,0,0,0,0,0,0,2.9865782444022,1.1004889692544,0.300118169377605,2.61040343906694
